review,score,cleaning,baku,slang_replaced
"Regular Mike & Ikes no longer exist to me, the tropical flavors are SO MUCH better. This is my third time ordering these (I am not ready to admit that I have a problem)",5,regular mike   ikes no longer exist to me  the tropical flavors are so much better  this is my third time ordering these  i am not ready to admit that i have a problem ,regular mike ikes no longer exist to me the tropical flavors are so much better this is my third time ordering these i am not ready to admit that i have a problem,[]
Good product.,5,good product ,good product,[]
ordered big box because local stores always sell out,5,ordered big box because local stores always sell out,ordered big box because local stores always sell out,[]
"I love Mike and Ike candy and wanted to try this flavor. They arrived stale, hard and the shells were brittle and falling apart. Super disappointed. Flavor was good, just not quality...",2,i love mike and ike candy and wanted to try this flavor  they arrived stale  hard and the shells were brittle and falling apart  super disappointed  flavor was good  just not quality   ,i love mike and ike candy and wanted to try this flavor they arrived stale hard and the shells were brittle and falling apart super disappointed flavor was good just not quality,[]
Big ole box of Mike & Ikesâ€¦you really cant go wrong! Delicious and fresh like from the store!,5,big ole box of mike   ikes   you really cant go wrong  delicious and fresh like from the store ,big ole box of mike ikes you really cant go wrong delicious and fresh like from the store,[]
Was awesome taste great.,5,was awesome taste great ,was awesome taste great,[]
Very good candy good value nicely shipped  will order again when needed.,5,very good candy good value nicely shipped  will order again when needed ,very good candy good value nicely shipped will order again when needed,[]
This has a fantastic lemon flavor! I love that itâ€™s vegan and doesnâ€™t have any mystery ingredients! I wish it was higher in protein and lower in sugar and carbs.,4,this has a fantastic lemon flavor  i love that it   s vegan and doesn   t have any mystery ingredients  i wish it was higher in protein and lower in sugar and carbs ,this has a fantastic lemon flavor i love that it s vegan and doesn t have any mystery ingredients i wish it was higher in protein and lower in sugar and carbs,[]
I love Lara bar. It's healthy no added sugar and taste so good,4,i love lara bar  it s healthy no added sugar and taste so good,i love lara bar it s healthy no added sugar and taste so good,[]
Yum. Tasty lil snacky snack.,5,yum  tasty lil snacky snack ,yum tasty lil snacky snack,[]
The lemon oil flavor is overwhelming and artificial tasting. Disappointing compared with their other great flavors!,1,the lemon oil flavor is overwhelming and artificial tasting  disappointing compared with their other great flavors ,the lemon oil flavor is overwhelming and artificial tasting disappointing compared with their other great flavors,[]
"These tasted awful, as if they were stale and the cashews had gone rancid. I threw the box away. They are within date and do not expire until July.",1,these tasted awful  as if they were stale and the cashews had gone rancid  i threw the box away  they are within date and do not expire until july ,these tasted awful as if they were stale and the cashews had gone rancid i threw the box away they are within date and do not expire until july,[]
Whole 30 complaint.,5,whole  complaint ,whole complaint,[]
"On 3 different items, the price per bar, count and total price did not add up correctly! Idk what topic this would be under but this isnâ€™t right. The total price is higher. Someone needs to correct these errors!",5,on  different items  the price per bar  count and total price did not add up correctly  idk what topic this would be under but this isn   t right  the total price is higher  someone needs to correct these errors ,on different items the price per bar count and total price did not add up correctly i don't know what topic this would be under but this isn t right the total price is higher someone needs to correct these errors,['idk']
"Tasted great , the lemon is not overpowering. Best tasting Larabar Iâ€™ve had yet.",5,tasted great   the lemon is not overpowering  best tasting larabar i   ve had yet ,tasted great the lemon is not overpowering best tasting larabar i ve had yet,[]
Delicious lemon flavor,5,delicious lemon flavor,delicious lemon flavor,[]
I'd rather suck on a battery.,1,i d rather suck on a battery ,i d rather suck on a battery,[]
These cookies were stale and crushed.,1,these cookies were stale and crushed ,these cookies were stale and crushed,[]
"These cookies do not taste the same as usual ... they're very soft, mushy and taste stale, even though the expiration date is 4 months away - Sept. 2023. Don't waste your money!",1,these cookies do not taste the same as usual     they re very soft  mushy and taste stale  even though the expiration date is  months away   sept    don t waste your money ,these cookies do not taste the same as usual they re very soft mushy and taste stale even though the expiration date is months away sept don t waste your money,[]
These cookies arrived stale,1,these cookies arrived stale,these cookies arrived stale,[]
Cookies were in crumbsNot happy about this product at all.,1,cookies were in crumbsnot happy about this product at all ,cookies were in crumbsnot happy about this product at all,[]
"Taste like a Chips Ahoy cookie should, but more than half of the cookies were broken in the package.",2,taste like a chips ahoy cookie should  but more than half of the cookies were broken in the package ,taste like a chips ahoy cookie should but more than half of the cookies were broken in the package,[]
WHEN I OPENED THE PACKAGE OF CHOCOLATE CHIP COOKIES THEY WERE BROKEN INTO MANY PIECES ( STILL EATABLE BUT IN PIECES ),1,when i opened the package of chocolate chip cookies they were broken into many pieces   still eatable but in pieces  ,when i opened the package of chocolate chip cookies they were broken into many pieces still eatable but in pieces,[]
"I like the cookies, but these were more crumbs than cookies.  Also arrived a day before I checked online they had been delivered.",1,i like the cookies  but these were more crumbs than cookies   also arrived a day before i checked online they had been delivered ,i like the cookies but these were more crumbs than cookies also arrived a day before i checked online they had been delivered,[]
The whole family loved them,5,the whole family loved them,the whole family loved them,[]
"Real chocolate chip cookies, but old crumbly chocolate chip cookies taste good with Milk.. but wonâ€™t be buying again",3,real chocolate chip cookies  but old crumbly chocolate chip cookies taste good with milk   but won   t be buying again,real chocolate chip cookies but old crumbly chocolate chip cookies taste good with milk but won t be buying again,[]
"When cookies came , I open the box , each pack of cookies was broken or Crumbled , chips Ahoy!.6 pack. I did call and reported it. Never will buy again.",1,when cookies came   i open the box   each pack of cookies was broken or crumbled   chips ahoy   pack  i did call and reported it  never will buy again ,when cookies came i open the box each pack of cookies was broken or crumbled chips ahoy pack i did call and reported it never will buy again,[]
Two boxes Nature Valley sweet & Salty arrived 5-25-23 and was expired as of 2-25-23. The boxes appeared to have been wet at some point and  now falling apart. Very disappointed a refund is not allowed since itâ€™s expired.,1,two boxes nature valley sweet   salty arrived    and was expired as of     the boxes appeared to have been wet at some point and  now falling apart  very disappointed a refund is not allowed since it   s expired ,two boxes nature valley sweet salty arrived and was expired as of the boxes appeared to have been wet at some point and now falling apart very disappointed a refund is not allowed since it s expired,[]
"Good, quick snack",5,good  quick snack,good quick snack,[]
These are so good,5,these are so good,these are so good,[]
"Peanut was my favorite granola bar. I indulged every day. Until I replenished my supply and, on taking my first bite, realized that my beloved was no more. This once rubenesque bar was but a sad, shrunken, shadow of her former self. Sweet and flimsy, she delights but for a moment before leaving me empty, hungering for something more. I have long preferred a weightier kind of love. Especially for breakfast. Goodbye, Peanut. I loved you once.",2,peanut was my favorite granola bar  i indulged every day  until i replenished my supply and  on taking my first bite  realized that my beloved was no more  this once rubenesque bar was but a sad  shrunken  shadow of her former self  sweet and flimsy  she delights but for a moment before leaving me empty  hungering for something more  i have long preferred a weightier kind of love  especially for breakfast  goodbye  peanut  i loved you once ,peanut was my favorite granola bar i indulged every day until i replenished my supply and on taking my first bite realized that my beloved was no more this once rubenesque bar was but a sad shrunken shadow of her former self sweet and flimsy she delights but for a moment before leaving me empty hungering for something more i have long preferred a weightier kind of love especially for breakfast goodbye peanut i loved you once,[]
I discovered this yummy snack about 6 months ago. Since then it became a go-to food when in a hurry: no time for breakfast? One bar and a coffee. No time for lunch? One bar and a juice. Kids need a quick and healthy snack in a car? Done.,5,i discovered this yummy snack about  months ago  since then it became a go to food when in a hurry  no time for breakfast  one bar and a coffee  no time for lunch  one bar and a juice  kids need a quick and healthy snack in a car  done ,i discovered this yummy snack about months ago since then it became a go to food when in a hurry no time for breakfast one bar and a coffee no time for lunch one bar and a juice kids need a quick and healthy snack in a car done,[]
These are one of my favorites. Always so fresh and very good.,5,these are one of my favorites  always so fresh and very good ,these are one of my favorites always so fresh and very good,[]
These Nature Valley Granola bars are OK.,3,these nature valley granola bars are ok ,these nature valley granola bars are okay,['ok']
Out of all the nature valley granola bars these are my favorite they are so good. Definitely a good buy.,5,out of all the nature valley granola bars these are my favorite they are so good  definitely a good buy ,out of all the nature valley granola bars these are my favorite they are so good definitely a good buy,[]
Grolla,5,grolla,grolla,[]
Great,5,great,great,[]
"My daughter is all about snacks being organic and healthy for her boys.She is very picky so when she approved this snack, I knew that it had to be good.The boys also love them!!!",5,my daughter is all about snacks being organic and healthy for her boys she is very picky so when she approved this snack  i knew that it had to be good the boys also love them   ,my daughter is all about snacks being organic and healthy for her boys she is very picky so when she approved this snack i knew that it had to be good the boys also love them,[]
My 7 year old is a picky eater and she loves these. Total win in my book!,4,my  year old is a picky eater and she loves these  total win in my book ,my year old is a picky eater and she loves these total win in my book,[]
Was looking for snacks that contain shared ingredients with a lactation snack i used to purchase. These were surprisingly great and tasted amazing,5,was looking for snacks that contain shared ingredients with a lactation snack i used to purchase  these were surprisingly great and tasted amazing,was looking for snacks that contain shared ingredients with a lactation snack i used to purchase these were surprisingly great and tasted amazing,[]
great product. i will order again.,5,great product  i will order again ,great product i will order again,[]
I give 5 star though I'm not buying again. 7 small bars for that price compare to other brands you get more with same taste and bigger size.,5,i give  star though i m not buying again   small bars for that price compare to other brands you get more with same taste and bigger size ,i give star though i m not buying again small bars for that price compare to other brands you get more with same taste and bigger size,[]
"Not just for kids!! Great for low calorie,clean,healthy snack especially when you're craving chocolate ðŸ« ðŸ˜‹",5,not just for kids   great for low calorie clean healthy snack especially when you re craving chocolate          ,not just for kids great for low calorie clean healthy snack especially when you re craving chocolate,[]
"I had high hopes that these would be a massive hit in our home of five children. But it was a flop.I thought that the Cinnamon Roll flavor would speak to the children but it hasnâ€™t.Texture is gritty and chalky. Taste isnâ€™t terrible but there are better out there. I was hoping to say these are awesome but they are not awesome. They are a fail in this house. Theyâ€™ve been sitting in this container for a while now, hoping to be eaten, but passed by for other healthy snacks.",2,i had high hopes that these would be a massive hit in our home of five children  but it was a flop i thought that the cinnamon roll flavor would speak to the children but it hasn   t texture is gritty and chalky  taste isn   t terrible but there are better out there  i was hoping to say these are awesome but they are not awesome  they are a fail in this house  they   ve been sitting in this container for a while now  hoping to be eaten  but passed by for other healthy snacks ,i had high hopes that these would be a massive hit in our home of five children but it was a flop i thought that the cinnamon roll flavor would speak to the children but it hasn t texture is gritty and chalky taste isn t terrible but there are better out there i was hoping to say these are awesome but they are not awesome they are a fail in this house they ve been sitting in this container for a while now hoping to be eaten but passed by for other healthy snacks,[]
For a healthy snack these are great,4,for a healthy snack these are great,for a healthy snack these are great,[]
Great tasting protein bars for kids or adults,5,great tasting protein bars for kids or adults,great tasting protein bars for kids or adults,[]
"I havenâ€™t tasted them, they donâ€™t look appetizing so Iâ€™ve avoided them. My kids love them though! My son is a very picky eater & he will literally ask for these as a snack. Definitely a win.",5,i haven   t tasted them  they don   t look appetizing so i   ve avoided them  my kids love them though  my son is a very picky eater   he will literally ask for these as a snack  definitely a win ,i haven t tasted them they don t look appetizing so i ve avoided them my kids love them though my son is a very picky eater he will literally ask for these as a snack definitely a win,[]
the kids loved them,5,the kids loved them,the kids loved them,[]
product arrived with 1 week of shelf life remaining.Nothing in the listing indicated I was buying expiring stock.,1,product arrived with  week of shelf life remaining nothing in the listing indicated i was buying expiring stock ,product arrived with week of shelf life remaining nothing in the listing indicated i was buying expiring stock,[]
I received these end of April and they expire May 23 . We had over half a box thrown away . Very disappointed,1,i received these end of april and they expire may    we had over half a box thrown away   very disappointed,i received these end of april and they expire may we had over half a box thrown away very disappointed,[]
Love the variety but the chips tasted a little stale and there was an open bag in the box so there were chips everywhere.,3,love the variety but the chips tasted a little stale and there was an open bag in the box so there were chips everywhere ,love the variety but the chips tasted a little stale and there was an open bag in the box so there were chips everywhere,[]
"Everything would have been great except half of the order was already out-of-date! Yo make it even worse, the rest was within a week and a half of being out-of-date. So disappointing.",1,everything would have been great except half of the order was already out of date  yo make it even worse  the rest was within a week and a half of being out of date  so disappointing ,everything would have been great except half of the order was already out of date yo make it even worse the rest was within a week and a half of being out of date so disappointing,[]
Chips expiration was 3 weeks from when I got them.,1,chips expiration was  weeks from when i got them ,chips expiration was weeks from when i got them,[]
"Fresh and crispy, perfect size snack.",5,fresh and crispy  perfect size snack ,fresh and crispy perfect size snack,[]
I like that there were different types of,2,i like that there were different types of,i like that there were different types of,[]
"I just ordered this on May 29 2023 and the expiration date on the chips that were shipped to me was too short: July 18, 2023",3,i just ordered this on may   and the expiration date on the chips that were shipped to me was too short  july   ,i just ordered this on may and the expiration date on the chips that were shipped to me was too short july,[]
I purchased this for a Church event and they came in handy,5,i purchased this for a church event and they came in handy,i purchased this for a church event and they came in handy,[]
These taste like wax with ginger in the middle . They made me vomit,1,these taste like wax with ginger in the middle   they made me vomit,these taste like wax with ginger in the middle they made me vomit,[]
Product good but your prices are horrible,5,product good but your prices are horrible,product good but your prices are horrible,[]
"I was hoping for a soft version of the extra strong , but have not found that yet. Otherwise very good - I keep in my pocket to warm up, or put in hot water or tea.",4,i was hoping for a soft version of the extra strong   but have not found that yet  otherwise very good   i keep in my pocket to warm up  or put in hot water or tea ,i was hoping for a soft version of the extra strong but have not found that yet otherwise very good i keep in my pocket to warm up or put in hot water or tea,[]
"Great taste, bought for therapeutic reasons, such and anxiety, plus it just tastes good.",5,great taste  bought for therapeutic reasons  such and anxiety  plus it just tastes good ,great taste bought for therapeutic reasons such and anxiety plus it just tastes good,[]
They are so good for nausea I recommend a 100%.,5,they are so good for nausea i recommend a   ,they are so good for nausea i recommend a,[]
I ordered what was called â€œultra strengthâ€ thinking they we stronger than the â€œsuper strengthâ€ I had previously purchased. I received the same â€œsuper strengthâ€ gin guns.  I was hoping for stronger ginger taste,3,i ordered what was called    ultra strength    thinking they we stronger than the    super strength    i had previously purchased  i received the same    super strength    gin guns   i was hoping for stronger ginger taste,i ordered what was called ultra strength thinking they we stronger than the super strength i had previously purchased i received the same super strength gin guns i was hoping for stronger ginger taste,[]
stale,1,stale,stale,[]
"I don't particularly like ginger, but I bought this candy to treat and prevent motion sickness. As a candy, it taste great, which says a lot for someone who doesn't like ginger.On the motion sickness side, it worked better alleviating the symptoms than preventing them. I couldn't find any info on how much ginger there is in each candy, Dramamine naturals which is ginger says the recommended dosage is 500 mg.",3,i don t particularly like ginger  but i bought this candy to treat and prevent motion sickness  as a candy  it taste great  which says a lot for someone who doesn t like ginger on the motion sickness side  it worked better alleviating the symptoms than preventing them  i couldn t find any info on how much ginger there is in each candy  dramamine naturals which is ginger says the recommended dosage is  mg ,i don t particularly like ginger but i bought this candy to treat and prevent motion sickness as a candy it taste great which says a lot for someone who doesn t like ginger on the motion sickness side it worked better alleviating the symptoms than preventing them i couldn t find any info on how much ginger there is in each candy dramamine naturals which is ginger says the recommended dosage is mg,[]
My new favorite candy.,5,my new favorite candy ,my new favorite candy,[]
Love their products,5,love their products,love their products,[]
I literally just got my bottle in today... 4/29/23 yet the bottle say's it expires in June 2023!! I won't use this in 1 month!!And food items aren't eligible to exchange! I want it this new flavor but I want to use it sparingly,3,i literally just got my bottle in today       yet the bottle say s it expires in june    i won t use this in  month  and food items aren t eligible to exchange  i want it this new flavor but i want to use it sparingly,i literally just got my bottle in today yet the bottle say s it expires in june i won t use this in month and food items aren t eligible to exchange i want it this new flavor but i want to use it sparingly,[]
Good flavor,5,good flavor,good flavor,[]
"I bought four of these and they taste awful - almost like they are bad.  I am returning what I can as I am afraid to use them for fear they may kill us.  Seriously, they taste HORRIBLE.",1,i bought four of these and they taste awful   almost like they are bad   i am returning what i can as i am afraid to use them for fear they may kill us   seriously  they taste horrible ,i bought four of these and they taste awful almost like they are bad i am returning what i can as i am afraid to use them for fear they may kill us seriously they taste horrible,[]
"We have a creami, we use this as flavoring for our protein ice cream. Very tasty!",5,we have a creami  we use this as flavoring for our protein ice cream  very tasty ,we have a creami we use this as flavoring for our protein ice cream very tasty,[]
"Tastes like cookie butter but it is a bit chemically which makes sense as it is artificial, but the flavour is not bad.",3,tastes like cookie butter but it is a bit chemically which makes sense as it is artificial  but the flavour is not bad ,tastes like cookie butter but it is a bit chemically which makes sense as it is artificial but the flavour is not bad,[]
"Dunkin had a cookie butter cold brew for the holidays that I fell in love with. It was only for that season and they stopped making it. So I HAD to create a dupe. After trying many other days, this syrup was the way to go. Makes my coffee taste EXACTLY how Dunkin did it",5,dunkin had a cookie butter cold brew for the holidays that i fell in love with  it was only for that season and they stopped making it  so i had to create a dupe  after trying many other days  this syrup was the way to go  makes my coffee taste exactly how dunkin did it,dunkin had a cookie butter cold brew for the holidays that i fell in love with it was only for that season and they stopped making it so i had to create a dupe after trying many other days this syrup was the way to go makes my coffee taste exactly how dunkin did it,[]
"Unique flavoring, have used it in breads, cookies, bars, syrups, whipped cream, sauces, frostings.",5,unique flavoring  have used it in breads  cookies  bars  syrups  whipped cream  sauces  frostings ,unique flavoring have used it in breads cookies bars syrups whipped cream sauces frostings,[]
First off.. Iâ€™ve never smell cookie butter flavoring before. It has this kind of caramel ginger smell to it. I canâ€™t lie. I was kind of skeptical. I used in my pancake mix and it was a huge hit with the kids!,5,first off   i   ve never smell cookie butter flavoring before  it has this kind of caramel ginger smell to it  i can   t lie  i was kind of skeptical  i used in my pancake mix and it was a huge hit with the kids ,first off i ve never smell cookie butter flavoring before it has this kind of caramel ginger smell to it i can t lie i was kind of skeptical i used in my pancake mix and it was a huge hit with the kids,[]
"I have a ninja creami and itâ€™s a staple in my house, but I needed really good flavor options and this was no exception, I got the idea from a YouTuber who recommended this, and Iâ€™m super glad that I bought it. It makes my ice cream taste like sugar cake.",5,i have a ninja creami and it   s a staple in my house  but i needed really good flavor options and this was no exception  i got the idea from a youtuber who recommended this  and i   m super glad that i bought it  it makes my ice cream taste like sugar cake ,i have a ninja creami and it s a staple in my house but i needed really good flavor options and this was no exception i got the idea from a youtuber who recommended this and i m super glad that i bought it it makes my ice cream taste like sugar cake,[]
I love the smell and taste of the cookie butter emulsion in my dough or icing.,5,i love the smell and taste of the cookie butter emulsion in my dough or icing ,i love the smell and taste of the cookie butter emulsion in my dough or icing,[]
"These bars were months from expiration but unfortunately most of them were already moldy. I tried the first one after receiving it and I didnâ€™t like it much but they were for my toddler anyway. Itâ€™s a good thing I inspected them because majority of the bars were starting to mold. White fuzz. Not eligible for refund, just get something else",1,these bars were months from expiration but unfortunately most of them were already moldy  i tried the first one after receiving it and i didn   t like it much but they were for my toddler anyway  it   s a good thing i inspected them because majority of the bars were starting to mold  white fuzz  not eligible for refund  just get something else,these bars were months from expiration but unfortunately most of them were already moldy i tried the first one after receiving it and i didn t like it much but they were for my toddler anyway it s a good thing i inspected them because majority of the bars were starting to mold white fuzz not eligible for refund just get something else,[]
I love the bar since my taste is very natural .  I felt like I am eating  natural food . Delicious and taste is perfect,5,i love the bar since my taste is very natural    i felt like i am eating  natural food   delicious and taste is perfect,i love the bar since my taste is very natural i felt like i am eating natural food delicious and taste is perfect,[]
"Seemed a little dry tho, but I am partial to my favorite flavor Pecan Pie so I'll just stick with my winner",3,seemed a little dry tho  but i am partial to my favorite flavor pecan pie so i ll just stick with my winner,seemed a little dry tho but i am partial to my favorite flavor pecan pie so i ll just stick with my winner,[]
Just as advertised. Very happy! Thank you kindly!,5,just as advertised  very happy  thank you kindly ,just as advertised very happy thank you kindly,[]
The expiration date is too near for comfort.,3,the expiration date is too near for comfort ,the expiration date is too near for comfort,[]
"Itâ€™s great when a good value for delicious LÃ¤rabars can be found. This is a swell flavor, and itâ€™s incredible the bars are made with so few ingredients. Despite not being low-cal, I find these actually are good as part of maintaining healthy weight (I do well with higher-carb, vegan, natural eating), and I think itâ€™s because theyâ€™re nutritious and made without highly processed or artificial ingredients.",5,it   s great when a good value for delicious l  rabars can be found  this is a swell flavor  and it   s incredible the bars are made with so few ingredients  despite not being low cal  i find these actually are good as part of maintaining healthy weight  i do well with higher carb  vegan  natural eating   and i think it   s because they   re nutritious and made without highly processed or artificial ingredients ,it s great when a good value for delicious l rabars can be found this is a swell flavor and it s incredible the bars are made with so few ingredients despite not being low cal i find these actually are good as part of maintaining healthy weight i do well with higher carb vegan natural eating and i think it s because they re nutritious and made without highly processed or artificial ingredients,[]
They are made of good ingredients and they taste great.,5,they are made of good ingredients and they taste great ,they are made of good ingredients and they taste great,[]
They were OK but seemed stale. I was hoping they would be better.,3,they were ok but seemed stale  i was hoping they would be better ,they were okay but seemed stale i was hoping they would be better,['ok']
My son has celiac and these are his favorite bars. It is hard to find the banana flavor locally. These came fresh and taste great.,5,my son has celiac and these are his favorite bars  it is hard to find the banana flavor locally  these came fresh and taste great ,my son has celiac and these are his favorite bars it is hard to find the banana flavor locally these came fresh and taste great,[]
I like Larabars and tried 8 flavors so far. This is the best one yet!,5,i like larabars and tried  flavors so far  this is the best one yet ,i like larabars and tried flavors so far this is the best one yet,[]
"Being on a low carb diet sucks, so what's something to make it suck less. These nuts. ðŸ¤£",5,being on a low carb diet sucks  so what s something to make it suck less  these nuts      ,being on a low carb diet sucks so what s something to make it suck less these nuts,[]
"All of the bags of peanuts was sealed up, for except one bag! it was open"" and half of the peanuts fail out of the bag totally unexceptable? I need all of the bags to be sealed! on every order every time. when i order ok thx.",3,all of the bags of peanuts was sealed up  for except one bag  it was open  and half of the peanuts fail out of the bag totally unexceptable  i need all of the bags to be sealed  on every order every time  when i order ok thx ,all of the bags of peanuts was sealed up for except one bag it was open and half of the peanuts fail out of the bag totally unexceptable i need all of the bags to be sealed on every order every time when i order okay thanks,"['ok', 'thx']"
Perfect amount of spices,5,perfect amount of spices,perfect amount of spices,[]
"These are a staple in our snack cabinet!My husband loves these as a mid day or evening snack.  He loves the flavor, and the ease of eating them.The packages seem to have â€œ shrunkâ€ over time, but what hasnâ€™t?",5,these are a staple in our snack cabinet my husband loves these as a mid day or evening snack   he loves the flavor  and the ease of eating them the packages seem to have     shrunk    over time  but what hasn   t ,these are a staple in our snack cabinet my husband loves these as a mid day or evening snack he loves the flavor and the ease of eating them the packages seem to have shrunk over time but what hasn t,[]
Met expectations,5,met expectations,met expectations,[]
These are awesome but watch out they are addictive.,5,these are awesome but watch out they are addictive ,these are awesome but watch out they are addictive,[]
Delicious hot peanuts packed in small separate packages so you can dole them out one-a-day style!!,5,delicious hot peanuts packed in small separate packages so you can dole them out one a day style  ,delicious hot peanuts packed in small separate packages so you can dole them out one a day style,[]
"My favorite snack which has mostly been sold out in the stores. Fortunately, I found them in here and ordered a box. No regrets!! The salt to honey ratio is perfect.",5,my favorite snack which has mostly been sold out in the stores  fortunately  i found them in here and ordered a box  no regrets   the salt to honey ratio is perfect ,my favorite snack which has mostly been sold out in the stores fortunately i found them in here and ordered a box no regrets the salt to honey ratio is perfect,[]
"I got these for my hubby who is a peanut nut! He says they are DELICIOUS and since we have working on diet, I am happy that these don't have a bunch of sugar in them as so many do! These are a big hit!",5,i got these for my hubby who is a peanut nut  he says they are delicious and since we have working on diet  i am happy that these don t have a bunch of sugar in them as so many do  these are a big hit ,i got these for my hubby who is a peanut nut he says they are delicious and since we have working on diet i am happy that these don t have a bunch of sugar in them as so many do these are a big hit,[]
Taste is great. Love them!,5,taste is great  love them ,taste is great love them,[]
"Excellent, great taste and makeâ€™s delicious salsa.",5,excellent  great taste and make   s delicious salsa ,excellent great taste and make s delicious salsa,[]
Great product easy to use,5,great product easy to use,great product easy to use,[]
"Great way to use up your garden tomatoes.  Quality salsa that cans well.  Not too hot, but not super mild either.",5,great way to use up your garden tomatoes   quality salsa that cans well   not too hot  but not super mild either ,great way to use up your garden tomatoes quality salsa that cans well not too hot but not super mild either,[]
I love this product.  So easy to make and seasoning can even be used to make a dip using cream cheese.  Iâ€™ve used the seasoning to make enchiladas for an extra kick and my family loves them,5,i love this product   so easy to make and seasoning can even be used to make a dip using cream cheese   i   ve used the seasoning to make enchiladas for an extra kick and my family loves them,i love this product so easy to make and seasoning can even be used to make a dip using cream cheese i ve used the seasoning to make enchiladas for an extra kick and my family loves them,[]
"As easy as it gets to make salsa. This tub is for canning a big batch of salsa, but it isalso great to make many small batches of fresh salsa. I am looking forward to fresh garden tomatoes, but in the mean time I use - one 14oz can of fire roasted petite diced tomatoes, 2 Tbsp of the seasoning, and 1 Tbsp of cider vinegar. Mix it up and then wait an hour and you end up with a pretty tasty salsa!",5,as easy as it gets to make salsa  this tub is for canning a big batch of salsa  but it isalso great to make many small batches of fresh salsa  i am looking forward to fresh garden tomatoes  but in the mean time i use   one oz can of fire roasted petite diced tomatoes   tbsp of the seasoning  and  tbsp of cider vinegar  mix it up and then wait an hour and you end up with a pretty tasty salsa ,as easy as it gets to make salsa this tub is for canning a big batch of salsa but it isalso great to make many small batches of fresh salsa i am looking forward to fresh garden tomatoes but in the mean time i use one oz can of fire roasted petite diced tomatoes tbsp of the seasoning and tbsp of cider vinegar mix it up and then wait an hour and you end up with a pretty tasty salsa,[]
This makes the best salsa I have ever put up.  I add extra chopped onions and a few extra chopped jalapeÃ±os. It is superb!,5,this makes the best salsa i have ever put up   i add extra chopped onions and a few extra chopped jalape  os  it is superb ,this makes the best salsa i have ever put up i add extra chopped onions and a few extra chopped jalape os it is superb,[]
"Itâ€™s not the same as the individual packs that would be in the store, not a as fresh or something because the flavor isnâ€™t the same. And with the can you have to mix  it up before each use so you get all the seasonings",3,it   s not the same as the individual packs that would be in the store  not a as fresh or something because the flavor isn   t the same  and with the can you have to mix  it up before each use so you get all the seasonings,it s not the same as the individual packs that would be in the store not a as fresh or something because the flavor isn t the same and with the can you have to mix it up before each use so you get all the seasonings,[]
This makes the best salsa with a perfect flavor!,5,this makes the best salsa with a perfect flavor ,this makes the best salsa with a perfect flavor,[]
"I used to prep all the ingredients and make my own salsa from my garden.  It is tedious and the results vary.  Sometimes great.  Sometimes not so great.  Now by using my own tomato's and this mix, it's very good and it is reliable.  And far easier.  Well worth the money, imo.",5,i used to prep all the ingredients and make my own salsa from my garden   it is tedious and the results vary   sometimes great   sometimes not so great   now by using my own tomato s and this mix  it s very good and it is reliable   and far easier   well worth the money  imo ,i used to prep all the ingredients and make my own salsa from my garden it is tedious and the results vary sometimes great sometimes not so great now by using my own tomato s and this mix it s very good and it is reliable and far easier well worth the money in my opinion,['imo']
Excellent results.  Quick and easy way to makes great salsa.,5,excellent results   quick and easy way to makes great salsa ,excellent results quick and easy way to makes great salsa,[]
Candy was delivered in promised timeframe and was fresh.,5,candy was delivered in promised timeframe and was fresh ,candy was delivered in promised timeframe and was fresh,[]
chocolate and nuts were melted together,1,chocolate and nuts were melted together,chocolate and nuts were melted together,[]
"It arrived well insulated & well packed, ahead of schedule! So delicious!",5,it arrived well insulated   well packed  ahead of schedule  so delicious ,it arrived well insulated well packed ahead of schedule so delicious,[]
Loved them very good,5,loved them very good,loved them very good,[]
"Bought this candy for my mother. Her local Costco no longer carries this candy so I went hunting for it on Amazon. She so enjoyed the jar of candy, I have bought her another one for Mother's Day.",5,bought this candy for my mother  her local costco no longer carries this candy so i went hunting for it on amazon  she so enjoyed the jar of candy  i have bought her another one for mother s day ,bought this candy for my mother her local costco no longer carries this candy so i went hunting for it on amazon she so enjoyed the jar of candy i have bought her another one for mother s day,[]
"These are great and I have ordered them before. Unfortunately, this time they were all melted into a single mass in the jar. Most likely happened in my mailbox. They still taste great, I just have to cut a slab off.",4,these are great and i have ordered them before  unfortunately  this time they were all melted into a single mass in the jar  most likely happened in my mailbox  they still taste great  i just have to cut a slab off ,these are great and i have ordered them before unfortunately this time they were all melted into a single mass in the jar most likely happened in my mailbox they still taste great i just have to cut a slab off,[]
"What can you say bad about these chockolets, nothing...........the price is right, but high, they keep well in fridge and delicious.........",5,what can you say bad about these chockolets  nothing           the price is right  but high  they keep well in fridge and delicious         ,what can you say bad about these chockolets nothing the price is right but high they keep well in fridge and delicious,[]
The chocolate was discolored and mottled. I was not aware that it was nonreturnable when I ordered it.,1,the chocolate was discolored and mottled  i was not aware that it was nonreturnable when i ordered it ,the chocolate was discolored and mottled i was not aware that it was nonreturnable when i ordered it,[]
