,text,final_label,tokenized,stopword_remove,steming_data
3707,i bought a whole case of packs very dissatisfied,Negative,"['i', 'bought', 'a', 'whole', 'case', 'of', 'packs', 'very', 'dissatisfied']","['bought', 'whole', 'case', 'packs', 'dissatisfied']","['bought', 'whole', 'case', 'pack', 'dissatisfi']"
3708,a perfect snack for any time of the day i really like the way it tastes,Positive,"['a', 'perfect', 'snack', 'for', 'any', 'time', 'of', 'the', 'day', 'i', 'really', 'like', 'the', 'way', 'it', 'tastes']","['perfect', 'snack', 'time', 'day', 'really', 'like', 'way', 'tastes']","['perfect', 'snack', 'time', 'day', 'realli', 'like', 'way', 'tast']"
3709,very good and a great price,Positive,"['very', 'good', 'and', 'a', 'great', 'price']","['good', 'great', 'price']","['good', 'great', 'price']"
3710,great tasting happy snack,Positive,"['great', 'tasting', 'happy', 'snack']","['great', 'tasting', 'happy', 'snack']","['great', 'tast', 'happi', 'snack']"
3711,i love peaches and this dessert is perfect for anytime i have been buying these for a long time i recommend to anyone who loves peaches and dessert they are the perfect size for a snack,Positive,"['i', 'love', 'peaches', 'and', 'this', 'dessert', 'is', 'perfect', 'for', 'anytime', 'i', 'have', 'been', 'buying', 'these', 'for', 'a', 'long', 'time', 'i', 'recommend', 'to', 'anyone', 'who', 'loves', 'peaches', 'and', 'dessert', 'they', 'are', 'the', 'perfect', 'size', 'for', 'a', 'snack']","['love', 'peaches', 'dessert', 'perfect', 'anytime', 'buying', 'long', 'time', 'recommend', 'anyone', 'loves', 'peaches', 'dessert', 'perfect', 'size', 'snack']","['love', 'peach', 'dessert', 'perfect', 'anytim', 'buy', 'long', 'time', 'recommend', 'anyon', 'love', 'peach', 'dessert', 'perfect', 'size', 'snack']"
3712,had for breakfast and snack sometimes,Neutral,"['had', 'for', 'breakfast', 'and', 'snack', 'sometimes']","['breakfast', 'snack', 'sometimes']","['breakfast', 'snack', 'sometim']"
3713,really enjoy these bars they have everything granola peanuts chocolate peanut butter really good for breakfast or afternoon snack,Positive,"['really', 'enjoy', 'these', 'bars', 'they', 'have', 'everything', 'granola', 'peanuts', 'chocolate', 'peanut', 'butter', 'really', 'good', 'for', 'breakfast', 'or', 'afternoon', 'snack']","['really', 'enjoy', 'bars', 'everything', 'granola', 'peanuts', 'chocolate', 'peanut', 'butter', 'really', 'good', 'breakfast', 'afternoon', 'snack']","['realli', 'enjoy', 'bar', 'everyth', 'granola', 'peanut', 'chocol', 'peanut', 'butter', 'realli', 'good', 'breakfast', 'afternoon', 'snack']"
3714,excellent product great price good shipping will buy again a plus,Positive,"['excellent', 'product', 'great', 'price', 'good', 'shipping', 'will', 'buy', 'again', 'a', 'plus']","['excellent', 'product', 'great', 'price', 'good', 'shipping', 'buy', 'plus']","['excel', 'product', 'great', 'price', 'good', 'ship', 'buy', 'plu']"
3715,great when you need a quick breakfast or snack the flavor is good and comes in handy when you are craving a chocolate bar,Positive,"['great', 'when', 'you', 'need', 'a', 'quick', 'breakfast', 'or', 'snack', 'the', 'flavor', 'is', 'good', 'and', 'comes', 'in', 'handy', 'when', 'you', 'are', 'craving', 'a', 'chocolate', 'bar']","['great', 'need', 'quick', 'breakfast', 'snack', 'flavor', 'good', 'comes', 'handy', 'craving', 'chocolate', 'bar']","['great', 'need', 'quick', 'breakfast', 'snack', 'flavor', 'good', 'come', 'handi', 'crave', 'chocol', 'bar']"
3716,high price for low value content,Negative,"['high', 'price', 'for', 'low', 'value', 'content']","['high', 'price', 'low', 'value', 'content']","['high', 'price', 'low', 'valu', 'content']"
3717,we love these so much we eat them every day for breakfast the prices in the stores just keep going up and often times they are not in stock amazon has the best pricing i can currently find especially if you subscribe to getting them on a regular basis,Positive,"['we', 'love', 'these', 'so', 'much', 'we', 'eat', 'them', 'every', 'day', 'for', 'breakfast', 'the', 'prices', 'in', 'the', 'stores', 'just', 'keep', 'going', 'up', 'and', 'often', 'times', 'they', 'are', 'not', 'in', 'stock', 'amazon', 'has', 'the', 'best', 'pricing', 'i', 'can', 'currently', 'find', 'especially', 'if', 'you', 'subscribe', 'to', 'getting', 'them', 'on', 'a', 'regular', 'basis']","['love', 'much', 'eat', 'every', 'day', 'breakfast', 'prices', 'stores', 'keep', 'going', 'often', 'times', 'stock', 'amazon', 'best', 'pricing', 'currently', 'find', 'especially', 'subscribe', 'getting', 'regular', 'basis']","['love', 'much', 'eat', 'everi', 'day', 'breakfast', 'price', 'store', 'keep', 'go', 'often', 'time', 'stock', 'amazon', 'best', 'price', 'current', 'find', 'especi', 'subscrib', 'get', 'regular', 'basi']"
3718,was ok but not so great tasting a little small and not what i was looking for,Negative,"['was', 'ok', 'but', 'not', 'so', 'great', 'tasting', 'a', 'little', 'small', 'and', 'not', 'what', 'i', 'was', 'looking', 'for']","['great', 'tasting', 'little', 'small', 'looking']","['great', 'tast', 'littl', 'small', 'look']"
3719,tasted really good and worth the money,Positive,"['tasted', 'really', 'good', 'and', 'worth', 'the', 'money']","['tasted', 'really', 'good', 'worth', 'money']","['tast', 'realli', 'good', 'worth', 'money']"
3720,i was unsure about purchasing these since i can buy a bar box in my local store for around but one of the answered questions stated that this item was for boxes of bars and it s not so i just paid for one box of granola bars as far as the product is concerned i love these bars larger than regular granola bars so one bar can be breakfast,Positive,"['i', 'was', 'unsure', 'about', 'purchasing', 'these', 'since', 'i', 'can', 'buy', 'a', 'bar', 'box', 'in', 'my', 'local', 'store', 'for', 'around', 'but', 'one', 'of', 'the', 'answered', 'questions', 'stated', 'that', 'this', 'item', 'was', 'for', 'boxes', 'of', 'bars', 'and', 'it', 's', 'not', 'so', 'i', 'just', 'paid', 'for', 'one', 'box', 'of', 'granola', 'bars', 'as', 'far', 'as', 'the', 'product', 'is', 'concerned', 'i', 'love', 'these', 'bars', 'larger', 'than', 'regular', 'granola', 'bars', 'so', 'one', 'bar', 'can', 'be', 'breakfast']","['unsure', 'purchasing', 'since', 'buy', 'bar', 'box', 'local', 'store', 'around', 'one', 'answered', 'questions', 'stated', 'item', 'boxes', 'bars', 'paid', 'one', 'box', 'granola', 'bars', 'far', 'product', 'concerned', 'love', 'bars', 'larger', 'regular', 'granola', 'bars', 'one', 'bar', 'breakfast']","['unsur', 'purchas', 'sinc', 'buy', 'bar', 'box', 'local', 'store', 'around', 'one', 'answer', 'question', 'state', 'item', 'box', 'bar', 'paid', 'one', 'box', 'granola', 'bar', 'far', 'product', 'concern', 'love', 'bar', 'larger', 'regular', 'granola', 'bar', 'one', 'bar', 'breakfast']"
3721,i liked the protein serving i also liked how it served me well while working aboard a fishing boat working hour shifts i stick one of these in my pocket and not have to worry about taking off all my gear crowding in a line for a galley snack then return to putting my gear on and getting in more lines to get back to work i am a sweet tooth so the chocolate although dark was suffice for environment i was in also it s a rather larger than usual size bar which i enjoyed,Positive,"['i', 'liked', 'the', 'protein', 'serving', 'i', 'also', 'liked', 'how', 'it', 'served', 'me', 'well', 'while', 'working', 'aboard', 'a', 'fishing', 'boat', 'working', 'hour', 'shifts', 'i', 'stick', 'one', 'of', 'these', 'in', 'my', 'pocket', 'and', 'not', 'have', 'to', 'worry', 'about', 'taking', 'off', 'all', 'my', 'gear', 'crowding', 'in', 'a', 'line', 'for', 'a', 'galley', 'snack', 'then', 'return', 'to', 'putting', 'my', 'gear', 'on', 'and', 'getting', 'in', 'more', 'lines', 'to', 'get', 'back', 'to', 'work', 'i', 'am', 'a', 'sweet', 'tooth', 'so', 'the', 'chocolate', 'although', 'dark', 'was', 'suffice', 'for', 'environment', 'i', 'was', 'in', 'also', 'it', 's', 'a', 'rather', 'larger', 'than', 'usual', 'size', 'bar', 'which', 'i', 'enjoyed']","['liked', 'protein', 'serving', 'also', 'liked', 'served', 'well', 'working', 'aboard', 'fishing', 'boat', 'working', 'hour', 'shifts', 'stick', 'one', 'pocket', 'worry', 'taking', 'gear', 'crowding', 'line', 'galley', 'snack', 'return', 'putting', 'gear', 'getting', 'lines', 'get', 'back', 'work', 'sweet', 'tooth', 'chocolate', 'although', 'dark', 'suffice', 'environment', 'also', 'rather', 'larger', 'usual', 'size', 'bar', 'enjoyed']","['like', 'protein', 'serv', 'also', 'like', 'serv', 'well', 'work', 'aboard', 'fish', 'boat', 'work', 'hour', 'shift', 'stick', 'one', 'pocket', 'worri', 'take', 'gear', 'crowd', 'line', 'galley', 'snack', 'return', 'put', 'gear', 'get', 'line', 'get', 'back', 'work', 'sweet', 'tooth', 'chocol', 'although', 'dark', 'suffic', 'environ', 'also', 'rather', 'larger', 'usual', 'size', 'bar', 'enjoy']"
3722,the box was crushed and damaged i would never buy this willingly,Negative,"['the', 'box', 'was', 'crushed', 'and', 'damaged', 'i', 'would', 'never', 'buy', 'this', 'willingly']","['box', 'crushed', 'damaged', 'would', 'never', 'buy', 'willingly']","['box', 'crush', 'damag', 'would', 'never', 'buy', 'willingli']"
3723,the package came very quickly the candy was flavorful,Positive,"['the', 'package', 'came', 'very', 'quickly', 'the', 'candy', 'was', 'flavorful']","['package', 'came', 'quickly', 'candy', 'flavorful']","['packag', 'came', 'quickli', 'candi', 'flavor']"
3724,i find these to be the best flavors available my order was fresh and had an expiration date of over a year out,Positive,"['i', 'find', 'these', 'to', 'be', 'the', 'best', 'flavors', 'available', 'my', 'order', 'was', 'fresh', 'and', 'had', 'an', 'expiration', 'date', 'of', 'over', 'a', 'year', 'out']","['find', 'best', 'flavors', 'available', 'order', 'fresh', 'expiration', 'date', 'year']","['find', 'best', 'flavor', 'avail', 'order', 'fresh', 'expir', 'date', 'year']"
3725,this is a great product the delivery was fast and everything was in tact,Positive,"['this', 'is', 'a', 'great', 'product', 'the', 'delivery', 'was', 'fast', 'and', 'everything', 'was', 'in', 'tact']","['great', 'product', 'delivery', 'fast', 'everything', 'tact']","['great', 'product', 'deliveri', 'fast', 'everyth', 'tact']"
3726,better off purchasing a bag from dollar general or family dollar not worth the price the taste is not that spectacular,Negative,"['better', 'off', 'purchasing', 'a', 'bag', 'from', 'dollar', 'general', 'or', 'family', 'dollar', 'not', 'worth', 'the', 'price', 'the', 'taste', 'is', 'not', 'that', 'spectacular']","['better', 'purchasing', 'bag', 'dollar', 'general', 'family', 'dollar', 'worth', 'price', 'taste', 'spectacular']","['better', 'purchas', 'bag', 'dollar', 'gener', 'famili', 'dollar', 'worth', 'price', 'tast', 'spectacular']"
3727,i was going to write a big long review but i decided to just say this buy them you won t be disappointed they re delicious all the flavors are yummy a little pricey well a lot pricey but there worth it you won t be disappointed,Positive,"['i', 'was', 'going', 'to', 'write', 'a', 'big', 'long', 'review', 'but', 'i', 'decided', 'to', 'just', 'say', 'this', 'buy', 'them', 'you', 'won', 't', 'be', 'disappointed', 'they', 're', 'delicious', 'all', 'the', 'flavors', 'are', 'yummy', 'a', 'little', 'pricey', 'well', 'a', 'lot', 'pricey', 'but', 'there', 'worth', 'it', 'you', 'won', 't', 'be', 'disappointed']","['going', 'write', 'big', 'long', 'review', 'decided', 'say', 'buy', 'disappointed', 'delicious', 'flavors', 'yummy', 'little', 'pricey', 'well', 'lot', 'pricey', 'worth', 'disappointed']","['go', 'write', 'big', 'long', 'review', 'decid', 'say', 'buy', 'disappoint', 'delici', 'flavor', 'yummi', 'littl', 'pricey', 'well', 'lot', 'pricey', 'worth', 'disappoint']"
3728,not worth the cost,Negative,"['not', 'worth', 'the', 'cost']","['worth', 'cost']","['worth', 'cost']"
3729,i was disappointed and i opened one of the bags and had several unwrapped pieces or partially wrapped pieces it didn t feel safe to eat it the second bag had no problems with it i reached out requesting to return the one bag only to find out that food items are not eligible for return on amazon the bag that i did eat was good i love now and laters i just paid too much to only get to enjoy one bag,Positive,"['i', 'was', 'disappointed', 'and', 'i', 'opened', 'one', 'of', 'the', 'bags', 'and', 'had', 'several', 'unwrapped', 'pieces', 'or', 'partially', 'wrapped', 'pieces', 'it', 'didn', 't', 'feel', 'safe', 'to', 'eat', 'it', 'the', 'second', 'bag', 'had', 'no', 'problems', 'with', 'it', 'i', 'reached', 'out', 'requesting', 'to', 'return', 'the', 'one', 'bag', 'only', 'to', 'find', 'out', 'that', 'food', 'items', 'are', 'not', 'eligible', 'for', 'return', 'on', 'amazon', 'the', 'bag', 'that', 'i', 'did', 'eat', 'was', 'good', 'i', 'love', 'now', 'and', 'laters', 'i', 'just', 'paid', 'too', 'much', 'to', 'only', 'get', 'to', 'enjoy', 'one', 'bag']","['disappointed', 'opened', 'one', 'bags', 'several', 'unwrapped', 'pieces', 'partially', 'wrapped', 'pieces', 'feel', 'safe', 'eat', 'second', 'bag', 'problems', 'reached', 'requesting', 'return', 'one', 'bag', 'find', 'food', 'items', 'eligible', 'return', 'amazon', 'bag', 'eat', 'good', 'love', 'laters', 'paid', 'much', 'get', 'enjoy', 'one', 'bag']","['disappoint', 'open', 'one', 'bag', 'sever', 'unwrap', 'piec', 'partial', 'wrap', 'piec', 'feel', 'safe', 'eat', 'second', 'bag', 'problem', 'reach', 'request', 'return', 'one', 'bag', 'find', 'food', 'item', 'elig', 'return', 'amazon', 'bag', 'eat', 'good', 'love', 'later', 'paid', 'much', 'get', 'enjoy', 'one', 'bag']"
3730,i only got one out of packs,Neutral,"['i', 'only', 'got', 'one', 'out', 'of', 'packs']","['got', 'one', 'packs']","['got', 'one', 'pack']"
3731,these are delicious they are filled with candy too reminded me of my childhood will order again,Positive,"['these', 'are', 'delicious', 'they', 'are', 'filled', 'with', 'candy', 'too', 'reminded', 'me', 'of', 'my', 'childhood', 'will', 'order', 'again']","['delicious', 'filled', 'candy', 'reminded', 'childhood', 'order']","['delici', 'fill', 'candi', 'remind', 'childhood', 'order']"
3732,lasting flavor flows in each piece,Neutral,"['lasting', 'flavor', 'flows', 'in', 'each', 'piece']","['lasting', 'flavor', 'flows', 'piece']","['last', 'flavor', 'flow', 'piec']"
3733,i like peanuts they are good,Positive,"['i', 'like', 'peanuts', 'they', 'are', 'good']","['like', 'peanuts', 'good']","['like', 'peanut', 'good']"
3734,great taste,Positive,"['great', 'taste']","['great', 'taste']","['great', 'tast']"
3735,un excelente producto y bien saludable,Positive,"['un', 'excelente', 'producto', 'y', 'bien', 'saludable']","['un', 'excelente', 'producto', 'bien', 'saludable']","['un', 'excelent', 'producto', 'bien', 'salud']"
3736,i looked all over the jar for an expiration or product date because this is a food item it should have dates for this reason i will not purchase again,Negative,"['i', 'looked', 'all', 'over', 'the', 'jar', 'for', 'an', 'expiration', 'or', 'product', 'date', 'because', 'this', 'is', 'a', 'food', 'item', 'it', 'should', 'have', 'dates', 'for', 'this', 'reason', 'i', 'will', 'not', 'purchase', 'again']","['looked', 'jar', 'expiration', 'product', 'date', 'food', 'item', 'dates', 'reason', 'purchase']","['look', 'jar', 'expir', 'product', 'date', 'food', 'item', 'date', 'reason', 'purchas']"
3737,all the cashew flavor without the salt,Neutral,"['all', 'the', 'cashew', 'flavor', 'without', 'the', 'salt']","['cashew', 'flavor', 'without', 'salt']","['cashew', 'flavor', 'without', 'salt']"
3738,said whole chashews well more like all just peices bad really bad,Negative,"['said', 'whole', 'chashews', 'well', 'more', 'like', 'all', 'just', 'peices', 'bad', 'really', 'bad']","['said', 'whole', 'chashews', 'well', 'like', 'peices', 'bad', 'really', 'bad']","['said', 'whole', 'chashew', 'well', 'like', 'peic', 'bad', 'realli', 'bad']"
3739,i have purchased this product in the past and never had issue however this time i was not as pleased many of the cashews were very dried out to the point they were almost rock hard others seemed to have been roasted too long and the flavor was unpleasant i have has to dump them out and pick through just to find some that are edible i am leery of purchasing these again,Negative,"['i', 'have', 'purchased', 'this', 'product', 'in', 'the', 'past', 'and', 'never', 'had', 'issue', 'however', 'this', 'time', 'i', 'was', 'not', 'as', 'pleased', 'many', 'of', 'the', 'cashews', 'were', 'very', 'dried', 'out', 'to', 'the', 'point', 'they', 'were', 'almost', 'rock', 'hard', 'others', 'seemed', 'to', 'have', 'been', 'roasted', 'too', 'long', 'and', 'the', 'flavor', 'was', 'unpleasant', 'i', 'have', 'has', 'to', 'dump', 'them', 'out', 'and', 'pick', 'through', 'just', 'to', 'find', 'some', 'that', 'are', 'edible', 'i', 'am', 'leery', 'of', 'purchasing', 'these', 'again']","['purchased', 'product', 'past', 'never', 'issue', 'however', 'time', 'pleased', 'many', 'cashews', 'dried', 'point', 'almost', 'rock', 'hard', 'others', 'seemed', 'roasted', 'long', 'flavor', 'unpleasant', 'dump', 'pick', 'find', 'edible', 'leery', 'purchasing']","['purchas', 'product', 'past', 'never', 'issu', 'howev', 'time', 'pleas', 'mani', 'cashew', 'dri', 'point', 'almost', 'rock', 'hard', 'other', 'seem', 'roast', 'long', 'flavor', 'unpleas', 'dump', 'pick', 'find', 'edibl', 'leeri', 'purchas']"
3740,i have not found cashews without salt anywhere in town i am a cashew nut who isn t to have salt this planter no salt cashews taste great the peanut juice really add the flavor to nuts if other no salt people haven t bought this they are missing out,Positive,"['i', 'have', 'not', 'found', 'cashews', 'without', 'salt', 'anywhere', 'in', 'town', 'i', 'am', 'a', 'cashew', 'nut', 'who', 'isn', 't', 'to', 'have', 'salt', 'this', 'planter', 'no', 'salt', 'cashews', 'taste', 'great', 'the', 'peanut', 'juice', 'really', 'add', 'the', 'flavor', 'to', 'nuts', 'if', 'other', 'no', 'salt', 'people', 'haven', 't', 'bought', 'this', 'they', 'are', 'missing', 'out']","['found', 'cashews', 'without', 'salt', 'anywhere', 'town', 'cashew', 'nut', 'salt', 'planter', 'salt', 'cashews', 'taste', 'great', 'peanut', 'juice', 'really', 'add', 'flavor', 'nuts', 'salt', 'people', 'bought', 'missing']","['found', 'cashew', 'without', 'salt', 'anywher', 'town', 'cashew', 'nut', 'salt', 'planter', 'salt', 'cashew', 'tast', 'great', 'peanut', 'juic', 'realli', 'add', 'flavor', 'nut', 'salt', 'peopl', 'bought', 'miss']"
3741,not whole cashews mostly broken up pieces,Negative,"['not', 'whole', 'cashews', 'mostly', 'broken', 'up', 'pieces']","['whole', 'cashews', 'mostly', 'broken', 'pieces']","['whole', 'cashew', 'mostli', 'broken', 'piec']"
3742,the cashews are what i expected they would be even better if the price was lower and the price just went up ouch,Positive,"['the', 'cashews', 'are', 'what', 'i', 'expected', 'they', 'would', 'be', 'even', 'better', 'if', 'the', 'price', 'was', 'lower', 'and', 'the', 'price', 'just', 'went', 'up', 'ouch']","['cashews', 'expected', 'would', 'even', 'better', 'price', 'lower', 'price', 'went', 'ouch']","['cashew', 'expect', 'would', 'even', 'better', 'price', 'lower', 'price', 'went', 'ouch']"
3743,love the different flavors my fave is everything we so much appreciate the gluten free flours use of seeds herbs in each varied box our only complaint is the price is exorbitant for our social security budget we live in a very low income area so our store doesn t stock many of these,Positive,"['love', 'the', 'different', 'flavors', 'my', 'fave', 'is', 'everything', 'we', 'so', 'much', 'appreciate', 'the', 'gluten', 'free', 'flours', 'use', 'of', 'seeds', 'herbs', 'in', 'each', 'varied', 'box', 'our', 'only', 'complaint', 'is', 'the', 'price', 'is', 'exorbitant', 'for', 'our', 'social', 'security', 'budget', 'we', 'live', 'in', 'a', 'very', 'low', 'income', 'area', 'so', 'our', 'store', 'doesn', 't', 'stock', 'many', 'of', 'these']","['love', 'different', 'flavors', 'fave', 'everything', 'much', 'appreciate', 'gluten', 'free', 'flours', 'use', 'seeds', 'herbs', 'varied', 'box', 'complaint', 'price', 'exorbitant', 'social', 'security', 'budget', 'live', 'low', 'income', 'area', 'store', 'stock', 'many']","['love', 'differ', 'flavor', 'fave', 'everyth', 'much', 'appreci', 'gluten', 'free', 'flour', 'use', 'seed', 'herb', 'vari', 'box', 'complaint', 'price', 'exorbit', 'social', 'secur', 'budget', 'live', 'low', 'incom', 'area', 'store', 'stock', 'mani']"
3744,these crackers are my favorite and i love all the different flavors from this company grain free low cards good with anything on it i buy these all the time,Positive,"['these', 'crackers', 'are', 'my', 'favorite', 'and', 'i', 'love', 'all', 'the', 'different', 'flavors', 'from', 'this', 'company', 'grain', 'free', 'low', 'cards', 'good', 'with', 'anything', 'on', 'it', 'i', 'buy', 'these', 'all', 'the', 'time']","['crackers', 'favorite', 'love', 'different', 'flavors', 'company', 'grain', 'free', 'low', 'cards', 'good', 'anything', 'buy', 'time']","['cracker', 'favorit', 'love', 'differ', 'flavor', 'compani', 'grain', 'free', 'low', 'card', 'good', 'anyth', 'buy', 'time']"
3745,if you have had a hard time finding a gluten free snack cracker this is it i love the taste of these crackers i don t need to eat gluten free but if i can find options that are organic or gluten free i like to try them these are a keeper i like to eat them straight out of the box or with a small bit of peanut butter they don t need anything on or with them to taste good,Positive,"['if', 'you', 'have', 'had', 'a', 'hard', 'time', 'finding', 'a', 'gluten', 'free', 'snack', 'cracker', 'this', 'is', 'it', 'i', 'love', 'the', 'taste', 'of', 'these', 'crackers', 'i', 'don', 't', 'need', 'to', 'eat', 'gluten', 'free', 'but', 'if', 'i', 'can', 'find', 'options', 'that', 'are', 'organic', 'or', 'gluten', 'free', 'i', 'like', 'to', 'try', 'them', 'these', 'are', 'a', 'keeper', 'i', 'like', 'to', 'eat', 'them', 'straight', 'out', 'of', 'the', 'box', 'or', 'with', 'a', 'small', 'bit', 'of', 'peanut', 'butter', 'they', 'don', 't', 'need', 'anything', 'on', 'or', 'with', 'them', 'to', 'taste', 'good']","['hard', 'time', 'finding', 'gluten', 'free', 'snack', 'cracker', 'love', 'taste', 'crackers', 'need', 'eat', 'gluten', 'free', 'find', 'options', 'organic', 'gluten', 'free', 'like', 'try', 'keeper', 'like', 'eat', 'straight', 'box', 'small', 'bit', 'peanut', 'butter', 'need', 'anything', 'taste', 'good']","['hard', 'time', 'find', 'gluten', 'free', 'snack', 'cracker', 'love', 'tast', 'cracker', 'need', 'eat', 'gluten', 'free', 'find', 'option', 'organ', 'gluten', 'free', 'like', 'tri', 'keeper', 'like', 'eat', 'straight', 'box', 'small', 'bit', 'peanut', 'butter', 'need', 'anyth', 'tast', 'good']"
3746,this was the first time buying simple mills and i m obsessed these are so good,Positive,"['this', 'was', 'the', 'first', 'time', 'buying', 'simple', 'mills', 'and', 'i', 'm', 'obsessed', 'these', 'are', 'so', 'good']","['first', 'time', 'buying', 'simple', 'mills', 'obsessed', 'good']","['first', 'time', 'buy', 'simpl', 'mill', 'obsess', 'good']"
3747,stale product tossed,Neutral,"['stale', 'product', 'tossed']","['stale', 'product', 'tossed']","['stale', 'product', 'toss']"
3748,these are good crackers they are plain good for dips or to have with a slice of cheese they re carb count is higher than i prefer so i can have only a few at a time but at least i can have crackers recently i discovered the rosemary flavored ones those are seriously delicious full of flavor,Positive,"['these', 'are', 'good', 'crackers', 'they', 'are', 'plain', 'good', 'for', 'dips', 'or', 'to', 'have', 'with', 'a', 'slice', 'of', 'cheese', 'they', 're', 'carb', 'count', 'is', 'higher', 'than', 'i', 'prefer', 'so', 'i', 'can', 'have', 'only', 'a', 'few', 'at', 'a', 'time', 'but', 'at', 'least', 'i', 'can', 'have', 'crackers', 'recently', 'i', 'discovered', 'the', 'rosemary', 'flavored', 'ones', 'those', 'are', 'seriously', 'delicious', 'full', 'of', 'flavor']","['good', 'crackers', 'plain', 'good', 'dips', 'slice', 'cheese', 'carb', 'count', 'higher', 'prefer', 'time', 'least', 'crackers', 'recently', 'discovered', 'rosemary', 'flavored', 'ones', 'seriously', 'delicious', 'full', 'flavor']","['good', 'cracker', 'plain', 'good', 'dip', 'slice', 'chees', 'carb', 'count', 'higher', 'prefer', 'time', 'least', 'cracker', 'recent', 'discov', 'rosemari', 'flavor', 'one', 'serious', 'delici', 'full', 'flavor']"
3749,i loved these crackers,Positive,"['i', 'loved', 'these', 'crackers']","['loved', 'crackers']","['love', 'cracker']"
3750,bought for grandkids snacks no complaints from either me or them yum good value for the money would order again,Positive,"['bought', 'for', 'grandkids', 'snacks', 'no', 'complaints', 'from', 'either', 'me', 'or', 'them', 'yum', 'good', 'value', 'for', 'the', 'money', 'would', 'order', 'again']","['bought', 'grandkids', 'snacks', 'complaints', 'either', 'yum', 'good', 'value', 'money', 'would', 'order']","['bought', 'grandkid', 'snack', 'complaint', 'either', 'yum', 'good', 'valu', 'money', 'would', 'order']"
3751,portion is small but they are great for anything you want to top a cracker with but you can always expect to pay more for organic so much better than r,Positive,"['portion', 'is', 'small', 'but', 'they', 'are', 'great', 'for', 'anything', 'you', 'want', 'to', 'top', 'a', 'cracker', 'with', 'but', 'you', 'can', 'always', 'expect', 'to', 'pay', 'more', 'for', 'organic', 'so', 'much', 'better', 'than', 'r']","['portion', 'small', 'great', 'anything', 'want', 'top', 'cracker', 'always', 'expect', 'pay', 'organic', 'much', 'better', 'r']","['portion', 'small', 'great', 'anyth', 'want', 'top', 'cracker', 'alway', 'expect', 'pay', 'organ', 'much', 'better', 'r']"
3752,love the taste of these great for gluten free,Positive,"['love', 'the', 'taste', 'of', 'these', 'great', 'for', 'gluten', 'free']","['love', 'taste', 'great', 'gluten', 'free']","['love', 'tast', 'great', 'gluten', 'free']"
3753,great texture flavor and a little bit of vitamin c,Positive,"['great', 'texture', 'flavor', 'and', 'a', 'little', 'bit', 'of', 'vitamin', 'c']","['great', 'texture', 'flavor', 'little', 'bit', 'vitamin', 'c']","['great', 'textur', 'flavor', 'littl', 'bit', 'vitamin', 'c']"
3754,super tasty i ordered these for my daughter but they hit the spot for me when i had a sweet craving they were fresh and the flavor is on point,Positive,"['super', 'tasty', 'i', 'ordered', 'these', 'for', 'my', 'daughter', 'but', 'they', 'hit', 'the', 'spot', 'for', 'me', 'when', 'i', 'had', 'a', 'sweet', 'craving', 'they', 'were', 'fresh', 'and', 'the', 'flavor', 'is', 'on', 'point']","['super', 'tasty', 'ordered', 'daughter', 'hit', 'spot', 'sweet', 'craving', 'fresh', 'flavor', 'point']","['super', 'tasti', 'order', 'daughter', 'hit', 'spot', 'sweet', 'crave', 'fresh', 'flavor', 'point']"
3755,kids love them,Positive,"['kids', 'love', 'them']","['kids', 'love']","['kid', 'love']"
3756,easy snack,Positive,"['easy', 'snack']","['easy', 'snack']","['easi', 'snack']"
3757,great tasting gummies,Positive,"['great', 'tasting', 'gummies']","['great', 'tasting', 'gummies']","['great', 'tast', 'gummi']"
3758,i ate it like food loved it,Positive,"['i', 'ate', 'it', 'like', 'food', 'loved', 'it']","['ate', 'like', 'food', 'loved']","['ate', 'like', 'food', 'love']"
3759,we these for my teens and they love them taste good and there easy to carry around for later,Positive,"['we', 'these', 'for', 'my', 'teens', 'and', 'they', 'love', 'them', 'taste', 'good', 'and', 'there', 'easy', 'to', 'carry', 'around', 'for', 'later']","['teens', 'love', 'taste', 'good', 'easy', 'carry', 'around', 'later']","['teen', 'love', 'tast', 'good', 'easi', 'carri', 'around', 'later']"
3760,learned my lesson a lot of them were just all melted together and blah,Negative,"['learned', 'my', 'lesson', 'a', 'lot', 'of', 'them', 'were', 'just', 'all', 'melted', 'together', 'and', 'blah']","['learned', 'lesson', 'lot', 'melted', 'together', 'blah']","['learn', 'lesson', 'lot', 'melt', 'togeth', 'blah']"
3761,grandkids love these and will enjoy them in their easter baskets,Positive,"['grandkids', 'love', 'these', 'and', 'will', 'enjoy', 'them', 'in', 'their', 'easter', 'baskets']","['grandkids', 'love', 'enjoy', 'easter', 'baskets']","['grandkid', 'love', 'enjoy', 'easter', 'basket']"
3762,late delivery small portions and wasn t the best tasting snack,Negative,"['late', 'delivery', 'small', 'portions', 'and', 'wasn', 't', 'the', 'best', 'tasting', 'snack']","['late', 'delivery', 'small', 'portions', 'best', 'tasting', 'snack']","['late', 'deliveri', 'small', 'portion', 'best', 'tast', 'snack']"
